id,SalePrice
1915,307609.77625
1916,165710.90285
1917,252475.11672
1918,131286.80593
1919,151486.98163
1920,145994.23289
1921,429993.20669
1922,337315.54503
1923,230755.33517
1924,240483.97846
1925,219574.94894
1926,405485.06177
1927,135750.77201
1928,164299.40897
1929,116442.78682
1930,129074.44397
1931,131288.2308
1932,128906.8842
1933,185641.80144
1934,185694.39191
1935,169911.06641
1936,183385.37529
1937,183145.85092
1938,178056.52828
1939,266004.21328
1940,179738.47485
1941,178481.81596
1942,178501.0647
1943,203414.59677
1944,351921.0209
1945,349549.94386
1946,162995.09856
1947,302748.0158
1948,152138.18517
1949,265366.9772
1950,182919.38259
1951,259653.15524
1952,227027.33912
1953,174194.71928
1954,181983.18405
1955,131148.24833
1956,337114.78268
1957,160241.70794
1958,300411.64638
1959,143035.30393
1960,115395.3566
1961,119314.39477
1962,93064.777628
1963,95316.137446
1964,101804.39353
1965,123334.2875
1966,108563.74292
1967,274575.59441
1968,396753.48157
1969,365583.61444
1970,389094.11552
1971,485905.66175
1972,403297.97729
1973,289386.69013
1974,340050.27104
1975,422141.49196
1976,277362.03783
1977,349882.53507
1978,340427.57098
1979,337352.94366
1980,234228.8168
1981,353516.49577
1982,235283.44272
1983,223182.68855
1984,182225.12637
1985,223689.34153
1986,216820.2579
1987,187870.43337
1988,201808.6813
1989,205679.11453
1990,228397.03802
1991,235950.62531
1992,223193.86243
1993,185751.35202
1994,231969.76518
1995,183954.43561
1996,256849.06652
1997,298769.18634
1998,322669.11845
1999,296109.45505
2000,293100.88137
2001,278448.47698
2002,257746.32444
2003,254140.8799
2004,271986.43243
2005,236750.93238
2006,195313.95573
2007,239794.95508
2008,217891.59842
2009,193504.55613
2010,196799.21885
2011,133283.87364
2012,176033.02836
2013,200185.3828
2014,204366.17297
2015,208736.70127
2016,195483.17848
2017,194155.55921
2018,130486.08179
2019,133928.73041
2020,99215.583554
2021,108955.16631
2022,183344.89421
2023,146767.11441
2024,276242.39201
2025,345873.08534
2026,180658.27365
2027,158173.06859
2028,150699.19573
2029,150699.25941
2030,259912.43085
2031,222841.24999
2032,230562.72325
2033,234709.14052
2034,157182.43482
2035,213457.45427
2036,185151.00569
2037,179748.88217
2038,286211.81539
2039,207960.36672
2040,318109.05732
2041,275114.85951
2042,191761.92069
2043,175329.11643
2044,172722.3009
2045,208835.23934
2046,151865.11832
2047,148803.01045
2048,127662.63431
2049,157907.49409
2050,165679.36166
2051,102746.45667
2052,125106.05032
2053,149293.01339
2054,108744.33601
2055,158433.83691
2056,147433.9295
2057,132043.38539
2058,225239.18189
2059,144160.28859
2060,155804.13443
2061,185334.42538
2062,131654.07795
2063,122270.14402
2064,143239.76202
2065,113099.62668
2066,178825.25419
2067,144324.63117
2068,147185.17984
2069,81278.282043
2070,109601.6319
2071,104203.77818
2072,168455.1084
2073,142961.67965
2074,177559.62207
2075,138009.74105
2076,123628.10218
2077,140285.68682
2078,126106.45825
2079,135376.16682
2080,103733.38819
2081,120741.18627
2082,124320.60995
2083,138298.35968
2084,103333.20793
2085,122273.84861
2086,108422.03981
2087,123381.73883
2088,88715.548988
2089,89841.662352
2090,131962.32886
2091,105243.03059
2092,125657.17876
2093,118785.87231
2094,114522.71343
2095,155214.76228
2096,85026.744016
2097,93478.592578
2098,133216.04574
2099,67563.075356
2100,104512.57073
2101,118470.45277
2102,124123.74748
2103,105317.77849
2104,117418.16512
2105,118625.12637
2106,70606.898826
2107,179159.28465
2108,111815.86337
2109,106832.05051
2110,128152.86248
2111,140704.35706
2112,143254.27551
2113,120358.07845
2114,112733.85669
2115,144116.87637
2116,116505.22648
2117,132221.11131
2118,131210.54392
2119,107290.74874
2120,107391.17425
2121,86204.699588
2122,111476.35214
2123,85052.341853
2124,153867.58528
2125,139902.38037
2126,154791.54633
2127,142534.79784
2128,131301.87967
2129,108917.38399
2130,112399.72359
2131,144339.51796
2132,115420.33515
2133,106025.59603
2134,129652.44962
2135,96281.452558
2136,75496.606888
2137,108965.47478
2138,127729.41306
2139,141426.98051
2140,138633.61174
2141,137989.28769
2142,134552.08231
2143,133090.39502
2144,132386.67819
2145,142361.63695
2146,137420.1367
2147,176949.99445
2148,142319.45658
2149,144091.73756
2150,209752.77263
2151,121953.96474
2152,165710.90285
2153,146865.68059
2154,87526.282681
2155,131482.94864
2156,268486.77644
2157,234218.76799
2158,244901.06715
2159,221394.02997
2160,195311.14251
2161,241610.47126
2162,347788.04421
2163,330464.73741
2164,248472.42948
2165,188192.71284
2166,136656.43782
2167,210936.19788
2168,200773.6157
2169,205150.01082
2170,211632.69393
2171,145875.12687
2172,134005.32327
2173,154152.28018
2174,229386.15703
2175,275869.70293
2176,286913.89978
2177,234035.47115
2178,217903.93526
2179,144590.83961
2180,194833.20618
2181,194019.07047
2182,219937.83555
2183,187989.42694
2184,117508.78025
2185,131625.26725
2186,131457.45302
2187,144544.6811
2188,149190.80032
2189,257962.82726
2190,74760.60169
2191,74553.208422
2192,70403.671339
2193,102909.91378
2194,90237.003515
2195,125203.97218
2196,111055.78067
2197,125413.6721
2198,163496.21161
2199,182833.73135
2200,147344.5551
2201,141664.94774
2202,190826.90159
2203,165191.39569
2204,186243.1162
2205,123192.70718
2206,137765.00642
2207,219647.16997
2208,224418.39596
2209,213127.45991
2210,117350.00133
2211,102303.55744
2212,101441.93123
2213,89597.565587
2214,120258.72854
2215,96408.699558
2216,138847.66375
2217,165710.90285
2218,89676.136863
2219,78774.695766
2220,92675.334352
2221,308882.97976
2222,282949.08882
2223,295604.37303
2224,199202.37522
2225,134218.30016
2226,172188.33788
2227,210153.1854
2228,270069.66744
2229,253800.13416
2230,146723.02364
2231,220941.78742
2232,193366.09064
2233,203912.1589
2234,259371.70379
2235,227106.41785
2236,262956.64789
2237,325277.60708
2238,201706.69132
2239,108330.1186
2240,151105.13252
2241,146414.01301
2242,137913.63922
2243,140693.62795
2244,109085.94892
2245,106006.65035
2246,144421.52453
2247,104276.66199
2248,115903.21565
2249,123885.13451
2250,122678.06377
2251,165710.90285
2252,183494.91621
2253,156661.34413
2254,176545.01584
2255,186189.90729
2256,174334.79264
2257,196821.74362
2258,162964.56551
2259,168874.39773
2260,148821.23726
2261,180817.37473
2262,211624.57475
2263,371834.28737
2264,417876.96317
2265,170558.83918
2266,295490.01717
2267,322509.63727
2268,412376.66861
2269,150929.55413
2270,205578.14818
2271,228731.27621
2272,214160.84698
2273,169934.058
2274,190095.14638
2275,177620.42582
2276,195919.22293
2277,174479.88166
2278,138483.03859
2279,136214.07556
2280,117546.02255
2281,183290.87846
2282,205226.79131
2283,96005.449148
2284,111351.08413
2285,111032.7063
2286,116346.76696
2287,343913.41146
2288,295819.83926
2289,325571.44198
2290,444519.79782
2291,324308.93383
2292,372807.45979
2293,447037.495
2294,386156.43211
2295,464170.72749
2296,258391.23852
2297,338949.96729
2298,336761.87542
2299,361261.68039
2300,319248.37786
2301,298896.00216
2302,252639.23084
2303,238151.45835
2304,237541.06692
2305,196366.88592
2306,195188.97175
2307,214650.2116
2308,235590.25195
2309,297876.93858
2310,229642.84634
2311,220371.35538
2312,183220.33441
2313,188662.30385
2314,181652.74686
2315,194543.10025
2316,197383.85946
2317,188976.79495
2318,191353.13022
2319,186485.20924
2320,178809.84652
2321,235556.16257
2322,189401.66104
2323,187187.57713
2324,202784.75353
2325,208450.64403
2326,186562.95166
2327,214663.03562
2328,233074.0487
2329,190806.46927
2330,178629.69927
2331,350697.10123
2332,390589.96557
2333,320827.47903
2334,265579.76943
2335,283705.51894
2336,323525.47039
2337,181548.68858
2338,254450.43467
2339,227381.43134
2340,409993.14399
2341,208118.8843
2342,217638.21601
2343,232137.20714
2344,205692.51389
2345,215785.97279
2346,193890.07895
2347,182022.06884
2348,216385.44229
2349,179743.56416
2350,301484.97578
2351,262339.68636
2352,245815.35442
2353,252360.51873
2354,114141.4284
2355,126240.31518
2356,167191.44442
2357,201090.9532
2358,201366.68556
2359,137203.05434
2360,110518.78437
2361,127843.3829
2362,271187.14215
2363,133703.36798
2364,170530.28005
2365,223971.65007
2366,195090.75805
2367,207212.034
2368,205962.35542
2369,192774.15993
2370,157987.10598
2371,164906.37295
2372,184614.3763
2373,268940.2702
2374,291032.55937
2375,237378.70146
2376,289907.40505
2377,314826.74948
2378,156119.99864
2379,193877.65574
2380,147966.94903
2381,162471.73282
2382,199885.4344
2383,201623.63219
2384,253713.69497
2385,155748.74367
2386,132970.53224
2387,133130.39942
2388,104550.30226
2389,144735.73309
2390,154482.70651
2391,147724.41291
2392,116132.00077
2393,173202.49379
2394,140838.07264
2395,201472.33055
2396,156128.37917
2397,199569.17277
2398,125191.72866
2399,70520.319428
2400,67897.042279
2401,104865.2919
2402,136597.53252
2403,153493.76574
2404,162844.18733
2405,163916.38787
2406,127992.921
2407,132022.94825
2408,139159.08026
2409,133892.11837
2410,176064.81529
2411,112722.61422
2412,151534.00007
2413,130953.18279
2414,135776.66775
2415,150046.02608
2416,119077.68202
2417,121409.75074
2418,117951.27059
2419,129702.37288
2420,127462.19709
2421,145938.35163
2422,116498.60402
2423,115371.01111
2424,170360.41716
2425,229863.29197
2426,142144.71265
2427,118556.12308
2428,165617.82891
2429,117759.50381
2430,134376.09734
2431,121959.05492
2432,151512.22946
2433,146924.57231
2434,134615.32755
2435,153910.22091
2436,107836.59584
2437,107881.12584
2438,115939.65043
2439,118859.25968
2440,121920.46952
2441,80272.595525
2442,110095.27508
2443,123766.0492
2444,148793.21156
2445,89560.85438
2446,140429.49156
2447,158851.03649
2448,139939.31453
2449,116221.25854
2450,136704.0616
2451,129577.13654
2452,173521.18924
2453,95316.945839
2454,125393.6051
2455,110664.65306
2456,118470.22447
2457,126354.97916
2458,124941.45802
2459,89386.870458
2460,129252.64302
2461,117925.53131
2462,128175.79475
2463,114121.64628
2464,142296.41302
2465,140256.66082
2466,113034.90029
2467,134218.07993
2468,76773.347292
2469,75005.455724
2470,177998.7781
2471,163397.86678
2472,154484.6178
2473,114625.40984
2474,98559.667913
2475,190045.31084
2476,109419.83671
2477,113893.07853
2478,151015.47448
2479,114272.88188
2480,141805.44934
2481,128820.18463
2482,122854.05592
2483,122315.41013
2484,126283.29715
2485,122555.72579
2486,156493.27316
2487,217402.27575
2488,144616.25854
2489,155263.27038
2490,165710.90285
2491,81529.066209
2492,201595.10895
2493,161833.27136
2494,160769.14437
2495,105263.69601
2496,270516.52087
2497,147793.56714
2498,119331.23378
2499,89752.969381
2500,131860.29647
2501,127761.56968
2502,141005.59506
2503,101753.56978
2504,180773.48388
2505,230700.44768
2506,243533.3368
2507,281545.37774
2508,247647.75449
2509,225594.93343
2510,224734.68136
2511,171373.79705
2512,189582.82873
2513,234503.19188
2514,217512.52322
2515,139477.73276
2516,173288.9998
2517,134275.64114
2518,142505.6293
2519,223724.56196
2520,212426.3476
2521,190563.39007
2522,229811.56613
2523,127444.71001
2524,143577.48706
2525,138638.27803
2526,137773.12702
2527,120197.01974
2528,121953.56331
2529,131035.29634
2530,121944.39841
2531,225285.3272
2532,224292.64353
2533,194742.58825
2534,222052.84852
2535,274664.86332
2536,241622.59472
2537,217828.28887
2538,186006.12212
2539,179956.9685
2540,190161.79826
2541,183571.37634
2542,177690.43034
2543,123995.7044
2544,115380.19333
2545,135864.08614
2546,136834.17719
2547,131561.89388
2548,154901.24502
2549,154017.72998
2550,1000168.6056
2551,136585.38247
2552,112297.44356
2553,75535.912231
2554,95583.753871
2555,119317.57378
2556,107043.36135
2557,106931.24694
2558,133673.86081
2559,136789.28056
2560,148146.24816
2561,140591.00995
2562,129002.57605
2563,141062.68769
2564,166788.98043
2565,145416.97386
2566,173291.25953
2567,143954.24432
2568,193281.46244
2569,224108.9762
2570,118133.80921
2571,189117.06902
2572,126632.06756
2573,229021.77552
2574,255319.32211
2575,121105.51014
2576,110537.1719
2577,140421.8774
2578,97169.561062
2579,85286.653696
2580,98304.624614
2581,111378.85425
2582,118664.46507
2583,266002.87651
2584,162082.66427
2585,219556.90795
2586,206486.97745
2587,184273.75801
2588,128731.93666
2589,136149.16845
2590,220358.46161
2591,210221.06306
2592,213299.75197
2593,246550.98678
2594,158040.57839
2595,207644.371
2596,291944.91767
2597,218860.03153
2598,296520.79058
2599,344660.70389
2600,169677.23186
2601,135813.08098
2602,102256.8636
2603,112552.94344
2604,93293.659228
2605,104217.08131
2606,159367.03139
2607,185465.52094
2608,192125.0324
2609,174448.16584
2610,95268.438018
2611,129834.01874
2612,151723.38283
2613,120860.45284
2614,116315.86032
2615,156633.67295
2616,148656.53187
2617,197760.74935
2618,206843.32608
2619,192024.21826
2620,181925.84619
2621,176284.77408
2622,174099.89045
2623,237611.90722
2624,287378.85828
2625,303533.27703
2626,177425.98478
2627,144630.46897
2628,402181.25866
2629,479679.85633
2630,334327.72519
2631,436147.70316
2632,367892.16506
2633,286490.49803
2634,360739.88005
2635,162381.15228
2636,183072.51557
2637,183181.61882
2638,258231.39127
2639,197198.82487
2640,145187.46771
2641,109508.98144
2642,193341.17999
2643,99232.875586
2644,125013.5196
2645,98175.357543
2646,90571.968748
2647,95986.688311
2648,128646.78535
2649,142662.87835
2650,102831.95805
2651,127900.33454
2652,388186.98399
2653,255346.98991
2654,254999.32635
2655,376197.13072
2656,309892.53352
2657,357242.21328
2658,318996.31956
2659,283964.36169
2660,372932.67558
2661,337342.40476
2662,370815.65507
2663,290232.7136
2664,279015.44099
2665,312489.08413
2666,278285.24272
2667,193252.75495
2668,184314.42955
2669,187801.71566
2670,271097.0924
2671,191660.86918
2672,202444.43302
2673,208692.20901
2674,206393.26756
2675,175772.40134
2676,204252.41227
2677,202098.53938
2678,226808.47332
2679,304701.36917
2680,279135.22547
2681,377813.31326
2682,324766.71391
2683,457681.97132
2684,316077.61551
2685,326565.39297
2686,282543.5307
2687,281057.85677
2688,210781.22086
2689,188023.74332
2690,385297.57255
2691,184297.94129
2692,126330.96255
2693,203466.88796
2694,122836.91301
2695,198814.06782
2696,195567.11794
2697,179348.80663
2698,196404.88523
2699,182300.27099
2700,169336.81688
2701,170600.09378
2702,129368.00698
2703,130748.54821
2704,139690.94089
2705,119799.68619
2706,114398.9786
2707,119470.06672
2708,123727.4219
2709,89892.903831
2710,122853.7894
2711,282219.65854
2712,358764.54537
2713,170849.29051
2714,146787.2133
2715,172996.99744
2716,159538.15303
2717,195884.83161
2718,228398.5803
2719,179119.67165
2720,160177.19639
2721,135864.88141
2722,158985.24124
2723,146624.09179
2724,123269.52949
2725,131100.24583
2726,142409.58514
2727,188160.42343
2728,173870.24721
2729,142423.47732
2730,142001.47178
2731,123727.72527
2732,132105.14007
2733,157201.60966
2734,166994.06754
2735,133238.8333
2736,139854.69691
2737,113907.8045
2738,150222.98843
2739,155355.32224
2740,140090.16475
2741,152186.90502
2742,163168.086
2743,153467.07644
2744,154457.31002
2745,149208.23083
2746,128499.60066
2747,154232.60833
2748,118531.23202
2749,136091.63641
2750,127093.71481
2751,132669.62255
2752,208534.12293
2753,148259.32656
2754,248355.52658
2755,120338.77493
2756,111064.34456
2757,80607.920566
2758,105803.67418
2759,157760.46263
2760,127715.82795
2761,139782.01895
2762,139445.9352
2763,180148.19889
2764,136898.58219
2765,232149.07553
2766,121023.38883
2767,88820.570635
2768,125953.88658
2769,139250.52473
2770,132335.41033
2771,116001.55045
2772,101774.86454
2773,161535.97217
2774,125503.8626
2775,122375.67361
2776,142065.33564
2777,124304.1362
2778,100499.50358
2779,132889.23065
2780,92879.550346
2781,99204.693127
2782,102488.16837
2783,102220.61572
2784,108813.98593
2785,138800.21517
2786,70435.121512
2787,109735.81398
2788,93495.868517
2789,158964.62119
2790,86697.940504
2791,110835.52274
2792,55606.67418
2793,128643.57757
2794,93921.343151
2795,117194.68475
2796,100798.67462
2797,192029.72977
2798,105612.66752
2799,95137.193676
2800,75960.743205
2801,98109.543038
2802,135703.4793
2803,171982.09076
2804,128732.81991
2805,91352.42765
2806,107029.26558
2807,138434.61633
2808,144641.44949
2809,124151.79275
2810,128438.97084
2811,154561.31283
2812,140886.7512
2813,185475.47895
2814,184539.27268
2815,104561.70468
2816,201250.04649
2817,147337.57156
2818,127322.2854
2819,167831.03388
2820,153882.35592
2821,115420.04812
2822,191778.3523
2823,260583.90559
2824,185315.90639
2825,143513.07325
2826,134299.43602
2827,138493.78986
2828,256385.67092
2829,194425.61319
2830,227220.59571
2831,187963.37476
2832,237518.43812
2833,258702.70016
2834,207337.07863
2835,230682.59647
2836,194348.22133
2837,164530.45537
2838,141117.83591
2839,197055.30414
2840,179987.83943
2841,204260.82513
2842,234096.83217
2843,143265.95342
2844,146024.25269
2845,111713.95798
2846,215767.12099
2847,199979.96057
2848,204244.86306
2849,191056.256
2850,274320.1325
2851,225222.35047
2852,232739.30448
2853,229011.22435
2854,146026.36049
2855,196517.53219
2856,196165.42404
2857,178998.78537
2858,188779.65402
2859,138831.66176
2860,111854.848
2861,126877.1953
2862,212820.48693
2863,113832.71991
2864,250373.31325
2865,126985.81319
2866,156200.31936
2867,105499.30575
2868,99700.02759
2869,113610.25167
2870,171884.44033
2871,96452.776603
2872,70099.958191
2873,108915.81919
2874,136120.2347
2875,110980.2012
2876,158135.72864
2877,136561.63186
2878,158253.23551
2879,138861.86717
2880,108112.43877
2881,143052.70351
2882,165459.87709
2883,193785.74539
2884,198596.89894
2885,186872.89357
2886,224143.0486
2887,92996.886745
2888,128843.01745
2889,65253.678503
2890,86365.206495
2891,134130.57042
2892,61062.270921
2893,81838.284207
2894,71281.078883
2895,303264.33649
2896,278462.22735
2897,193781.03362
2898,158536.80986
2899,195189.8695
2900,155065.0516
2901,189981.986
2902,198800.8984
2903,316066.50971
2904,330494.23815
2905,165710.90285
2906,190692.61512
2907,126266.57878
2908,126899.20847
2909,170472.08825
2910,79184.495299
2911,103299.0655
2912,155316.87488
2913,99434.794503
2914,84328.806743
2915,86322.800765
2916,100973.07579
2917,157637.23769
2918,104616.03131
2919,219808.58923
